category,rating,label,text_
Pet_Supplies_5,5.0,CG,Works perfectly in my 2.5 gallon aquarium and the materials are good.  My only complaint is the extra large clumps that can get stuck in the bottom of the aquarium.  I would definitely recommend this product to anyone.  I would buy it again if I could.The cats have been feeding this to them for years and it has been great.  They love it and I love that it is made from organic cotton.  I am very pleased with this product.  I will be ordering another one of these for the future.I've been using this product for about a year now and it has really helped
Pet_Supplies_5,5.0,CG,"Amazing cover. i spilled some on it and the dogs just loved it. my dogs love it and i will be buying more! I am a small dog, and i'm a very large dog. i had to use a waterproof cover to keep it from going through the holes. i love it."
Pet_Supplies_5,5.0,CG,Great Product & great company.My dog loves these. He will chew them up in seconds and we
Pet_Supplies_5,5.0,CG,Measure dogs girth before purchase. I have a long haired dog and my lab loves to play with them. This is the only toy that she does not destroy. She does not go crazy over it. She is a very picky eater and this is the only toy she does not destroy. I will keep buying this toy. If I ever need to replace it I will purchase it again. These are great for putting on the back seat when traveling.
Pet_Supplies_5,5.0,CG,Works great! Took my dogs a while to get used to them but they are just fine!My dog
Pet_Supplies_5,5.0,CG,Pefect bedding for small animals.  I love the fact that it is easy to put
Pet_Supplies_5,5.0,CG,"I have had cats for years and I am very pleased with this product.  I have one cat and two small dogs and I am very happy with the purchase.  The only problem is that the blades are not sharp enough to cut through the fur.  I have two cats and one of them is a very picky eater and I can't cut through the fur so I have to make my own.  I highly recommend this product.I love this brand of cat food.  I have tried other brands before, but this one is the best for my little ones.  I have been using it for a couple weeks now and it has stopped my little one from getting sick from all the other brand's fleas.  I can't say enough about this product.  My cat was able to eat it with no problems at all.  My vet said it was a good product, but not the best.  She also said it was not necessary for cats that are resistant to fleas.  I am going to be switching to this brand for cats that don't have fleas, but I'm very pleased with the product and its quality.My dogs love them.  I have a German Shepherd and a Maltese mix and they seem to like them."
Pet_Supplies_5,1.0,CG,Bought two and returned two.  I have a very picky dog and this is the only one he will eat.  The only thing I can say is
Pet_Supplies_5,1.0,CG,"Bought this & was totally happy with it.  The two of us have a very strong dog.  The top is a nice, solid area, the top is a great height, and it's well made.  The carpet is very thick.  I don't know how long"
Pet_Supplies_5,1.0,CG,These fit some dog food cans. The only problem is that it's kind of hard to find.
Pet_Supplies_5,5.0,CG,"Before this I had the time of my life to try out a new harness for my baby girl.

I had to get a new collar and the harness was so great I wanted to go back to wearing it.

I was excited to try it out and find out that the straps were adjustable and my girl"
Pet_Supplies_5,3.0,CG,"Like other scoops, you can't go wrong with this one. It's sturdy, well made, and doesn't clump. The plastic part is also very light"
Pet_Supplies_5,3.0,CG,"While this unit seems sturdy, it is a little pricey but it works for my small dog and he is so happy. The plastic parts are also very easy to clean."
Pet_Supplies_5,5.0,CG,"I've had this harness for a couple of years now and I'm very happy with the way it's worked. I had to replace the harness with a different harness, so it's not that it's a great fit. The harness is very sturdy and is very secure."
Pet_Supplies_5,5.0,CG,This is a great carrier. We have two dogs and they are all very happy with this carrier. It is so small that it is a bit difficult to put on our dogs. I would definitely recommend this carrier to anyone.Our dogs love this food.  I use it as a snack for them.  They have a variety of things in the house and it is a great way to get them to eat.  I highly recommend it to any dog
Pet_Supplies_5,4.0,CG,Ive tried several male dog collars and the only one I will buy for my dog is the
Pet_Supplies_5,2.0,CG,"I have the Catit Jumbo (Cats are very picky about treats) and the Clipper. These two have the best combined power.  The clippers are the perfect size for a cat.  The smaller ones are a bit on the small side and don't seem to have the strength to hold up with the weight of the larger ones.  They are a little heavier than I expected.  I would not buy them again.  The Catit Jumbo is a better value for the price.My dog is a chewer.  He loves it, but I have a problem with it being too long for him to chew it up.  I bought another size for a different dog and he's a 5 pounder.  This size fits him perfect and I like it.  I wish it had been a little longer for him but he doesn't like it.  It was too big for him to chew on it and it was too big for him to chew on the handle.  I would have given it 5 stars but it didn't fit him well.  I will have to keep him from chewing on it because he is very picky and doesn't like having it on all the time.I have a Border Collie who is a mix.  He has a small back leg,  but this is a great harness for him.  I was looking for a harness for my dog with a different length.  I got this harness and it fits him perfectly.  He's a very picky dog, but this one is perfect.  I love the fact that he can't get a leg up on it or even a foot off it.  He loves it, but it's a"
Pet_Supplies_5,4.0,CG,"I bought the smallest harness that I could find and it fit perfectly. My dog loves to go to the bathroom and the leash is a must. The dog is tall and it is comfortable for her. I have been using this harness for several years. My dog is still very short and the straps are a little tight on the chest, but the harness is well"
Pet_Supplies_5,4.0,CG,The harness is great.  We have a medium-size dog who is a very active and aggressive chewer.  This harness is a must have for her.  She is very active and it keeps her safe and in good shape.  I wish it was stronger.  The harness also allows us to place our dogs feet on the harness and be able to adjust the size of the leash.  It does not have a collar that is on the same level as the harness itself.  The harness is also very easy to open.  I would definitely recommend it.  I have a 15
Pet_Supplies_5,5.0,CG,"We purchased this set nearly a year ago and it is still in great shape. I have one cat and two small dogs and I am constantly changing out the harnesses to fit the other cat. The harnesses are in good shape, they are well made and the dog has no issues with wearing it. I have also noticed that it is very easy to wash with a paper towel. I have had this set for about a year and am still very happy with it. I am very pleased with this purchase.My dog is a chewer.  He loves it, but I have a problem with it being too long for him to chew it up.  I have to break it into pieces and throw it away to make it last longer.  I can't imagine a dog with a long, long tail getting bored with it.  I would have given this a 5 star if I could, but not because I have a chewer.  I have a short, long tail and this is just too long for him.  I have a big dog and he is a chewer, so I have to keep trying to break it into pieces.  This is the only toy I have that will last me long enough to have a longer tail, but it is not a great toy for a small dog.  My dog loves this toy. "
Pet_Supplies_5,4.0,CG,Exactly as described.  Good quality.  It's a good price.My dog loves this treat
Pet_Supplies_5,4.0,CG,I like it. It is a little smaller than the other two but it is a very strong one.
Pet_Supplies_5,5.0,CG,"5 stars because the product looks and feels good.  I will keep this for the next couple of months.My dogs love this food.  My dog eats it twice a day and he seems to like it.  I think it will be better for him to eat it once in a while.  I have a German Shepherd and a German Shepherd mix and these are the only foods I feed my dogs.  I highly recommend these to any dog owner.Love this toy for my dog!  He is a chewer so I will buy this again for him.  He loves to chew on it and he is so happy with it!My dogs love this toy!  They play with it until they are bored, but my boys can't hold it.  I've had it for a while now and it is still very useful for my dogs.My dog loves this food and I was very pleased with the quality. She will eat it with her teeth removed. She is a small dog and she is a senior dog. She eats everything except this. I don't know if it is a nutrition issue, but it is a good food for my dog and I can't say enough about it.My dog is very picky and this is the only thing she has not gone for. It is super soft and she loves it. I love that it is made in the USA. She loves to play tug with it and she is a little piggie and loves to pull and pull. It is her favorite toy but I can't imagine that it is getting too much use. The only thing I would not recommend is that the material is not sturdy enough to"
Pet_Supplies_5,4.0,CG,I have a dog that is an aggressive chewer and I will not be buying this product again.I bought this for a friend who has a small dog and she had a very sensitive ear. She had her ears fixed and I was able to remove the ear plug to get her ears back. I used this with a toothbrush and
Pet_Supplies_5,5.0,CG,Naturally this toy will not last a long time.  I will keep this for the next couple of months.My dogs love this food.  My dog eats it in a very large bowl.  I mix it in with a fresh dog food.  This is a great way to keep your dog
Pet_Supplies_5,2.0,CG,The item looks well made. We have 3 dogs and they all love it!We have been using this for a long time and it seems to last us a long time. The only problem is that it is hard to open. I am very disappointed. This was a great product. My dog was a little nervous at first but it did the trick and she is a strong chewer. I would recommend it to anyone with a strong chewer. I have two very picky cats and this is the one I have tried. I love that it is made in the USA and it has a nice quality. I do like that it is not heavy duty. I do like that it is made in the USA. I bought this for my Yorkie and it works perfectly. It has a good amount of room for him to stretch out. I will be buying this again.
Pet_Supplies_5,2.0,CG,Cat loved this toy.  We have 3 dogs and they all play with this toy.  We have a 6 pound dog and this toy is perfect for her.  She is very active and it keeps her
Pet_Supplies_5,5.0,CG,I read another reviewers comment that it was too long. I will say that it's been a couple months and I haven't had a problem with the dog getting into the bowl.I have used this product for about a year now.  I have a very active dog and I have found that it is very effective at the most challenging times. 
Pet_Supplies_5,2.0,CG,Too big for my tree.  She's a very picky eater.  So I'm not sure she'll
Pet_Supplies_5,5.0,CG,Good fit and works wonderful.  I love the long legs for my puppy!  She's just 17 lbs so I had to get
Pet_Supplies_5,4.0,CG,"This is nice-looking, however if you have a cat, you may need to turn it off.  It is so small that it will be easy to get around if you don't have it on"
Pet_Supplies_5,5.0,CG,This is so entertaining. My dog has been eating it for two weeks now and it's been awesome.
Pet_Supplies_5,2.0,CG,My pets loved it. they would eat it and play with it for a while. the cats were just starting to get used to it.
Pet_Supplies_5,5.0,CG,Our clinic cat loves this toy. The only problem is that it's kind of hard to put together
Pet_Supplies_5,5.0,CG,Kong Hedgehog pet toy is perfect for the price.  I will keep this for the next couple of months.My dogs love this food.  My dog eats it in a day and he seems to like it
Pet_Supplies_5,5.0,CG,My dog just loves these.  She is an aggressive chewer and will play with the treats and chase them
Pet_Supplies_5,5.0,CG,Dog loves it but don't know what the quality is. I will not buy it again.
Pet_Supplies_5,5.0,CG,"My 2 small dogs were not interested in the taste. I will not be buying this again.Great product. Great price. I am a small dog, and this was"
Pet_Supplies_5,3.0,CG,They do the job but it takes a lot of effort for them to make a dent in the skin.
Pet_Supplies_5,5.0,CG,"I am a reformed ""name"" dog and the dogs love this toy.  They have been playing with it for about a month now, and they're still playing with it.  This is by far the best toy in the world for dogs who are not afraid to jump up on the floor and chew.  They love the squeaky sound and the way it goes up so you can't hear the squeakers"
Pet_Supplies_5,5.0,CG,Works well.  Have German Shepherd puppies and they love these treats.  These treats are a treat
Pet_Supplies_5,5.0,CG,"We LOVE BestBullySticks brand at $24.00 per stick.  We also have a large one for $24.00 per stick.  This is the best price on the market and we go through it in about a week.  If you are looking for a good product for your dog and a fast delivery service, I highly recommend this product.  If you have a dog that will chew on anything, this is a must try for any dog owner.  I have a 17 year old lab/shepherd mix mix, who will chew on anything for about a month.  This is a great product for any dog owner and especially a dog owner with a big dog.  The reason I buy this brand is because it has such a strong odor and my dog is very sensitive to it.  This product has been used for many years with dogs who will chew on anything, and this is no exception.  This product is very durable and is easy to put on and off.  It is also very good for wearing while on walks or for comfort during walks.  The price is great, and I'm very pleased with the"
Pet_Supplies_5,5.0,CG,"I picked up this product and it was the best. I will keep purchasing it. Very nice. I bought this for a friend who has a small dog and she had a very sensitive ear. She had no issues with it, which was great. This was also great for her. I had a 2 year old German Shepherd and it was very sensitive and it was a struggle to get it to stay in place. I put a few drops on her ear and it worked very well. She was very happy with it. I would definitely recommend this product to any dog owner. I have a 15 pound Yorkie mix. She is a bit smaller than most dogs, but she is still a little bit on the small side, so I thought she would be fine. She's a bit bigger than most dogs, but she is still a little on the small side. I wish it had a small collar, but I don't think I will buy it. I would definitely recommend this product. I love this product. I use it for my dog when he's getting used to the scent of the grass, and it's very strong and lasts for a long time. It's very gentle on his skin, and it really helps him stay on his feet, he doesn't slip down and it's a great quality product. My dog loves this product. I love this product! I use it as a pet carrier and a walker. The dog is very secure and comfortable and the way the collar locks is very secure. It's easy to put on, very secure. I also use it for a day or so and it's so much easier to get the dog in and out."
Pet_Supplies_5,1.0,CG,I ordered the blue stripe. I love the orange. My puppy is a small breed and we have two small dogs. The blue stripe is the perfect size for a large breed. It is perfect for a medium size dog. I would recommend this to anyone. I love it.
Pet_Supplies_5,5.0,CG,"My three parakeets love these treats. The only problem is that they are kind of hard to find.I bought this for a friend who has a parakeet who had a very sensitive stomach. She had severe diarrhea in the past, and had been"
Pet_Supplies_5,5.0,CG,Our 10yr old lab/pit mix (Cats) has a sensitive stomach and this is the only treat he will eat.  The only thing I can say is that if you take it away from him
Pet_Supplies_5,4.0,CG,"My cats took a little time to get used to it but after a few days the odor has cleared up.My dogs love this food.  My dog eats it in a slow, slow, deep bowl and it really does help keep her teeth healthy.  She still has a lot of loose hair.My dog is the most picky"
Pet_Supplies_5,5.0,CG,I have a 12 year old lab and she has a sensitive stomach. This is the only one I have found that is a good fit.  The dog eats it in about 4 days.  It is hard to get the dogs to eat it.  This is a great product for the price.  I have a German Shepherd and a 60 lb ter
Pet_Supplies_5,5.0,CG,"On the advice of my vet, I bought the third set of GSDs for my dog. These are the best! I am using the first"
Pet_Supplies_5,5.0,CG,"Great concept but not for a puppy. It is too small and my puppy doesn't like to go near it. I am considering getting another dog harness, but it is too small. I had this for a few months before it stopped working."
Pet_Supplies_5,1.0,CG,I purchased two of them.  They are the best.  My puppy loves them!  They are a little too heavy for my 20 pound dog but the plastic is sturdy.  The only thing I would change is to cut the plastic on one side.  Otherwise it works great!My dog loves this bed! I will keep buying it.I have a dog
Pet_Supplies_5,5.0,CG,well worth the money as it has the quality and durability of a regular shampoo. I have used this
Pet_Supplies_5,5.0,CG,"I love this little filter, it's lightweight and easy to clean. My only complaint is the extra suction cup that comes with it. The suction cup does not stay open properly. I wish it were a little longer for the filter. I would recommend this filter."
Pet_Supplies_5,5.0,CG,"I started my Old English Shepherd puppy with the food. He ate it for a couple of hours. He loves it. The food is solid and healthy, and the treats are very large. I have had no issues with the dogs eating this food.I bought this for my dog who is a chewer.  I will keep buying it.  I have to say, I love it!  It does not smell like dog food and it does not have a chemical smell like dog food.  I would highly recommend it.I bought this for my dog who has a small intestine.  She has a lot of weight and doesn't have a lot of mobility.  I placed it in the refrigerator and it was a breeze to put on and she walked away from it.  I do recommend this product!This is a very good price.  My cats will eat it, and they do not mind the taste.  I will order it again.My cats love this food"
Pet_Supplies_5,3.0,CG,"I found I didn't actually use it, but it worked for a couple of weeks. I just washed it and it had a nice, shiny surface. The plastic part was a bit fl"
Pet_Supplies_5,5.0,CG,"I recently bought two of these. The first one is a little bigger than my cage and the second one is too small for my parakeet. The first one had a very large hole in it and it was in the cage. The second one is very small and the cage was also too small. I ended up going with the larger one because the cage is a little bigger than the one I bought. The cages are nice and strong.I love this brand of cat food.  I have tried other brands before, but this one is the best for my cat.  She loves it.  I am happy with it.

I have not found a better product for my cat.I have been using this product for 3 years and I can tell you I have had no problems. I have a little grey cat that is obsessed with this food. I have tried other brands but she would not eat this food. She will eat this food. She has a lot of allergies and has been getting this food for years. She is always doing something to get it to her. I have tried different brands, this is the one I will use.This is the only cat food that my cat doesn't like. It's very grain-free, which is important for cats who need a lot of nutrition. My cat loves this food. I also think it's the best cat food she's ever had.My dogs love this dog food. They also like the flavor"
Pet_Supplies_5,4.0,CG,Love these. One of my cats has a sensitive stomach and I thought they might help. I ordered the other two.  The cats liked them and then
Pet_Supplies_5,5.0,CG,This is Charley's absolutely favorite toy. The only problem is that it's kind of hard to put together. There's a hole in the bottom that is the plastic part.
Pet_Supplies_5,1.0,CG,"This was the 2nd worst purchase of the year.  I will not be buying this again.  I have had the best of the best since I purchased this product.  I will definitely be buying this again.  I am a loyal customer.This was a great product.  I love it.  I have 2 small dogs, one weighs around 30 lbs and the"
Pet_Supplies_5,1.0,CG,Bitterly disappointed with these.  Not sure if they are just too thin or how well the pellets hold up.  I had to replace the bowls with different brands and the first one I used was a bit too heavy for my dog's head.  I would not recommend this product.  I think it's just a filler product.
Pet_Supplies_5,5.0,CG,Got this for my daughters dog. The only problem is that it's kind of hard to put on
Pet_Supplies_5,5.0,CG,"Arrived today, keeping my pup safe. The only problem is that it's too small for my"
Pet_Supplies_5,5.0,CG,"I say, I give it a 4 because the dogs love it.  If you have a dog who is prone to allergies, this might be a good dog treat for you.  This is a treat that is not in the dogs' interests.  This is a treat that they have"
Pet_Supplies_5,5.0,CG,Get it for five bucks and it's a very good product.  My only complaint is the extra size so it's a bit big for my small dog.  I'm very pleased with it
Pet_Supplies_5,1.0,CG,"This is a revise of what I originally thought, and I will update this review in a couple of months.My dogs love this food.  My dog eats it in a 4 oz bag.  I mix it in with a fresh dog food.  This is a great way to keep your dog's digestive system healthy and healthy.  I have a dog with a strong appetite and she is very picky about food.  I mix it in with her food and she will eat it for a few hours.  I would recommend this food to anyone who has a picky dog.  I am very happy with this purchase and will buy it again.This is a very good dog food. I have three dogs, two of whom are tall, and one of them has had a few issues with it. I have used this for the last 10 years. It does not break apart. I have not had"
Pet_Supplies_5,5.0,CG,"This pump is a little small for my cat, but I will keep it for the next couple of months.My dogs love this food.  My dog eats it in a very large bowl.  I mix it in with a fresh dog food.  This is a great way to keep your dog's digestive system healthy and healthy.  I have a dog with a strong appetite and she is very picky about food.  I mix it in with her food and she will eat it for a few hours.  I would recommend this food to anyone who has a picky dog.  I am very happy with this purchase and will buy it again.This is a very good dog food. I have three dogs, two of whom are tall, and one of them has had a few issues with it. I have used this for the last 10 years. It does not break apart. I have not had any issues with it breaking apart. I have read reviews of this food and of the other dog food that had broken apart, and I have used it for a few years. I have had this food for a few years, and I do not have any issues with it breaking apart. I also have used this food for a few years, and it has been great for my two dogs. I do not know if this is a product of my own or if it is being used by a friend. I do have to say that this food has a great rating for quality, and this is the only dog food that has never broken apart. It is very well made and does not break apart. I would highly recommend this food.The cats loved it.  They were all so excited for the food. "
Pet_Supplies_5,5.0,CG,Amazing product but who ever else has the time to try it?  This is the only one I
Pet_Supplies_5,3.0,CG,"This pet door was easy to assemble and the materials are good.  The only reason I gave it 4 stars is that the plastic part is very heavy, and the cover is very flimsy.  I would not recommend this door to anyone.  This one is still very sturdy.  I would recommend this door to anyone who has a pet door and it is a great quality product.We have a small dog and a large dog and they both love this bed.  We have tried it out in the yard and the dog seems to really like it.  It is just too big for him, but he is a great chewer.  It's great that he is able to jump on it and take off, but I don't think it would hold up to our 10 pound dog. "
Pet_Supplies_5,3.0,CG,I've purchased other Doggles (frameless) and this one is the best.  The only reason I gave it 5 stars is because the leash is a bit small but the harness is sturdy and strong.  I have had it for a few months now and it's holding up well.  The leash is a
Pet_Supplies_5,1.0,CG,"Cute color, but Thin material, and it doesn't feel comfortable for my puppy to walk on.  It is so small that it's"
Pet_Supplies_5,5.0,CG,"Kitten loved this food. Pate, Merrick, and other brands of dog food are great"
Pet_Supplies_5,3.0,CG,"Eh, not the best. I had an issue with the instructions saying to keep the bag in the container. I read the directions and I am glad that I did. This bag is very large and it's well made. It's a perfect size for my dogs and is perfect for traveling. I love it."
Pet_Supplies_5,5.0,CG,tis is a life saver. She is an active and energetic dog.
